restock,policy,seed,deliveries,moves,conflicts,avg_wait
40,random,1046,27,914,152,47.96551724137931
40,random,1047,26,897,170,61.22222222222222
40,random,1048,30,978,129,52.75
40,random,1049,29,957,136,52.83870967741935
40,random,1050,26,917,162,55.6551724137931
40,random,1051,29,980,123,50.935483870967744
40,random,1052,32,980,123,44.78787878787879
40,random,1053,27,953,130,54.9
40,random,1054,27,923,165,55.58064516129032
40,random,1055,20,668,360,44.45454545454545
40,random,1056,25,891,170,62.48148148148148
40,random,1057,22,716,317,39.291666666666664
40,random,1058,30,972,131,49.6875
40,random,1059,32,1017,101,48.333333333333336
40,random,1060,26,897,170,58.75
40,random,1061,32,1011,106,43.5
40,random,1062,8,304,619,33.0
40,random,1063,12,610,392,46.84615384615385
40,random,1064,26,928,145,60.22222222222222
40,random,1065,30,992,113,49.0625
40,random,1066,19,680,353,71.65
40,random,1067,25,912,157,59.857142857142854
40,random,1068,10,478,384,78.5
40,random,1069,3,452,521,24.4
40,random,1070,24,846,225,63.84615384615385
40,random,1071,27,889,178,55.42857142857143
40,random,1072,19,797,233,71.85714285714286
40,random,1073,26,935,140,62.10344827586207
40,random,1074,24,858,211,58.38461538461539
40,random,1075,25,856,202,58.81481481481482
40,random,1076,25,877,195,58.666666666666664
40,random,1077,10,404,539,46.333333333333336
40,random,1078,30,1020,100,46.64705882352941
40,random,1079,23,796,220,76.66666666666667
40,random,1080,10,588,421,40.916666666666664
40,random,1081,23,874,180,61.84
40,random,1082,16,568,411,44.388888888888886
40,random,1083,10,484,379,101.66666666666667
40,random,1084,13,537,384,75.07142857142857
40,random,1085,31,1018,97,40.57575757575758
40,random,1086,5,520,472,37.142857142857146
40,random,1087,31,994,111,44.21212121212121
40,random,1088,18,682,356,77.88888888888889
40,random,1089,30,964,123,46.58064516129032
40,random,1090,27,908,170,60.357142857142854
40,random,1091,28,920,169,50.766666666666666
40,random,1092,28,930,149,55.733333333333334
40,random,1093,24,861,182,53.88461538461539
40,random,1094,26,847,219,60.51851851851852
40,random,1095,28,903,166,53.724137931034484
40,random,1096,20,778,269,51.36363636363637
40,random,1097,26,915,164,57.44827586206897
40,random,1098,26,834,219,40.0
40,random,1099,22,824,225,60.08
40,roundrobin,1000,29,962,133,44.63333333333333
40,roundrobin,1001,29,922,164,43.03333333333333
40,roundrobin,1002,20,682,319,55.63636363636363
40,roundrobin,1003,29,957,145,48.41935483870968
40,roundrobin,1004,27,902,173,52.333333333333336
40,roundrobin,1005,35,1049,74,39.388888888888886
40,roundrobin,1006,30,932,158,53.78125
40,roundrobin,1007,18,700,345,59.25
40,roundrobin,1008,25,890,192,58.214285714285715
40,roundrobin,1009,27,914,180,47.25806451612903
40,roundrobin,1010,2,116,757,15.0
40,roundrobin,1011,22,827,216,63.36
40,roundrobin,1012,29,979,114,44.03225806451613
40,roundrobin,1013,18,572,420,54.0
40,roundrobin,1014,19,640,367,49.904761904761905
40,roundrobin,1015,27,938,152,58.724137931034484
40,roundrobin,1016,2,116,756,15.5
40,roundrobin,1017,28,923,157,57.535714285714285
40,roundrobin,1018,28,978,121,56.87096774193548
40,roundrobin,1019,23,856,196,64.46153846153847
40,roundrobin,1020,29,947,144,56.833333333333336
40,roundrobin,1021,31,987,118,46.03030303030303
40,roundrobin,1022,2,104,766,13.0
40,roundrobin,1023,19,622,379,46.666666666666664
40,roundrobin,1024,26,897,166,50.0
40,roundrobin,1025,26,879,188,57.03703703703704
40,roundrobin,1026,31,983,117,44.27272727272727
40,roundrobin,1027,2,116,755,15.25
40,roundrobin,1028,35,1037,91,40.16216216216216
40,roundrobin,1029,24,878,188,54.370370370370374
40,roundrobin,1030,24,884,187,55.26923076923077
40,roundrobin,1031,30,970,119,54.32258064516129
40,roundrobin,1032,25,919,173,67.10714285714286
40,roundrobin,1033,24,851,192,58.64
40,roundrobin,1034,24,890,180,63.111111111111114
40,roundrobin,1035,2,108,761,12.75
40,roundrobin,1036,25,881,191,55.925925925925924
40,roundrobin,1037,25,928,155,52.44444444444444
40,roundrobin,1038,30,974,121,50.9375
40,roundrobin,1039,30,940,159,51.875
40,roundrobin,1040,30,1001,104,48.32258064516129
40,roundrobin,1041,29,966,120,51.61290322580645
40,roundrobin,1042,26,891,182,57.84615384615385
40,roundrobin,1043,30,936,157,44.59375
40,roundrobin,1044,27,954,135,50.03225806451613
40,roundrobin,1045,29,1006,102,48.515151515151516
40,roundrobin,1046,29,997,123,53.83870967741935
40,roundrobin,1047,21,676,346,37.869565217391305
40,roundrobin,1048,24,874,179,62.81481481481482
40,roundrobin,1049,29,950,142,49.70967741935484
40,roundrobin,1050,28,951,138,46.193548387096776
40,roundrobin,1051,24,859,194,63.23076923076923
40,roundrobin,1052,31,993,114,47.375
40,roundrobin,1053,24,854,203,57.08
40,roundrobin,1054,2,116,756,13.0
40,roundrobin,1055,21,788,268,43.30434782608695
40,roundrobin,1056,30,949,145,52.3125
40,roundrobin,1057,26,859,221,54.074074074074076
40,roundrobin,1058,31,1002,102,47.696969696969695
40,roundrobin,1059,30,966,142,49.28125
40,roundrobin,1060,26,880,182,57.925925925925924
40,roundrobin,1061,22,780,269,43.17391304347826
40,roundrobin,1062,25,909,172,46.77777777777778
40,roundrobin,1063,4,190,701,25.333333333333332
40,roundrobin,1064,27,958,130,59.064516129032256
40,roundrobin,1065,32,999,107,48.75757575757576
40,roundrobin,1066,2,116,755,15.25
40,roundrobin,1067,31,1008,99,41.63636363636363
40,roundrobin,1068,23,832,216,63.8
40,roundrobin,1069,33,1012,109,44.68571428571428
40,roundrobin,1070,30,934,151,45.96875
40,roundrobin,1071,26,929,148,58.48275862068966
40,roundrobin,1072,24,855,203,52.19230769230769
40,roundrobin,1073,23,846,203,66.8
40,roundrobin,1074,29,960,135,53.266666666666666
40,roundrobin,1075,27,878,196,56.13793103448276
40,roundrobin,1076,21,720,295,48.69565217391305
40,roundrobin,1077,36,1075,66,34.83783783783784
40,roundrobin,1078,19,628,374,42.19047619047619
40,roundrobin,1079,2,116,757,14.5
40,roundrobin,1080,2,108,761,15.0
40,roundrobin,1081,21,664,358,40.73913043478261
40,roundrobin,1082,28,900,190,53.96551724137931
40,roundrobin,1083,29,930,151,58.1
40,roundrobin,1084,28,878,199,56.483870967741936
40,roundrobin,1085,7,526,459,28.75
40,roundrobin,1086,33,1000,105,43.97142857142857
40,roundrobin,1087,30,972,123,49.25
40,roundrobin,1088,27,931,151,52.275862068965516
40,roundrobin,1089,26,923,159,51.206896551724135
40,roundrobin,1090,28,955,154,51.689655172413794
40,roundrobin,1091,32,977,134,41.26470588235294
40,roundrobin,1092,27,926,153,46.733333333333334
40,roundrobin,1093,27,895,177,49.827586206896555
40,roundrobin,1094,8,304,619,40.3
40,roundrobin,1095,32,1006,102,47.96969696969697
40,roundrobin,1096,29,962,134,53.93333333333333
40,roundrobin,1097,2,114,756,15.0
40,roundrobin,1098,27,889,196,55.17857142857143
40,roundrobin,1099,28,951,146,55.16129032258065
40,nearest,1000,26,860,200,46.892857142857146
40,nearest,1001,33,990,110,39.94444444444444
40,nearest,1002,21,640,368,35.56521739130435
40,nearest,1003,29,904,160,50.58064516129032
40,nearest,1004,29,926,160,36.16129032258065
40,nearest,1005,33,995,111,40.0
40,nearest,1006,27,888,185,48.833333333333336
40,nearest,1007,28,898,181,40.13333333333333
40,nearest,1008,32,931,159,43.125
40,nearest,1009,30,970,125,43.36363636363637
40,nearest,1010,18,624,372,30.95
40,nearest,1011,2,98,770,12.0
40,nearest,1012,2,98,770,12.0
40,nearest,1013,8,294,618,28.3
40,nearest,1014,25,837,218,42.607142857142854
40,nearest,1015,12,372,573,29.857142857142858
40,nearest,1016,2,98,770,12.0
40,nearest,1017,26,869,190,47.535714285714285
40,nearest,1018,30,928,153,43.5
40,nearest,1019,31,937,154,33.90909090909091
40,nearest,1020,32,968,137,33.457142857142856
40,nearest,1021,6,242,658,27.875
40,nearest,1022,30,928,153,46.935483870967744
40,nearest,1023,26,818,220,50.107142857142854
40,nearest,1024,28,906,164,37.63333333333333
40,nearest,1025,27,850,200,41.964285714285715
40,nearest,1026,31,958,149,33.24242424242424
40,nearest,1027,31,929,154,40.88235294117647
