restock,policy,seed,deliveries,moves,conflicts,avg_wait
120,random,1069,2,124,751,17.25
120,random,1070,20,963,135,26.40909090909091
120,random,1071,9,410,479,106.63636363636364
120,random,1072,21,990,120,35.59090909090909
120,random,1073,20,927,167,28.272727272727273
120,random,1074,20,993,116,33.82608695652174
120,random,1075,21,990,119,31.772727272727273
120,random,1076,22,971,128,29.347826086956523
120,random,1077,2,112,759,15.0
120,random,1078,20,960,135,35.73913043478261
120,random,1079,22,895,199,34.0
120,random,1080,18,790,264,34.45
120,random,1081,20,813,258,40.19047619047619
120,random,1082,9,730,316,51.3
120,random,1083,21,862,217,38.30434782608695
120,random,1084,21,994,117,32.21739130434783
120,random,1085,21,973,124,29.08695652173913
120,random,1086,22,1057,75,32.90909090909091
120,random,1087,22,974,144,31.727272727272727
120,random,1088,19,740,306,47.15
120,random,1089,21,971,135,33.5
120,random,1090,18,769,282,50.35
120,random,1091,21,981,124,28.043478260869566
120,random,1092,22,1055,83,22.041666666666668
120,random,1093,19,841,216,39.38095238095238
120,random,1094,23,1021,94,27.041666666666668
120,random,1095,22,1001,117,30.347826086956523
120,random,1096,18,796,275,48.5
120,random,1097,22,1037,86,28.583333333333332
120,random,1098,21,1019,107,28.17391304347826
120,random,1099,21,1005,109,27.652173913043477
120,roundrobin,1000,21,1079,55,26.565217391304348
120,roundrobin,1001,21,1065,74,26.363636363636363
120,roundrobin,1002,21,1000,108,30.954545454545453
120,roundrobin,1003,2,116,756,15.5
120,roundrobin,1004,21,934,164,25.869565217391305
120,roundrobin,1005,20,808,240,41.04761904761905
120,roundrobin,1006,20,996,114,33.666666666666664
120,roundrobin,1007,21,956,144,34.18181818181818
120,roundrobin,1008,22,915,185,29.681818181818183
120,roundrobin,1009,22,999,113,27.958333333333332
120,roundrobin,1010,21,954,147,30.91304347826087
120,roundrobin,1011,21,979,127,34.13636363636363
120,roundrobin,1012,16,706,336,27.333333333333332
120,roundrobin,1013,22,961,145,29.304347826086957
120,roundrobin,1014,22,1047,93,27.17391304347826
120,roundrobin,1015,22,1046,76,26.956521739130434
120,roundrobin,1016,23,976,134,24.666666666666668
120,roundrobin,1017,8,426,374,47.1
120,roundrobin,1018,19,831,216,52.8
120,roundrobin,1019,6,218,681,28.625
120,roundrobin,1020,16,814,253,42.23529411764706
120,roundrobin,1021,7,250,656,35.888888888888886
120,roundrobin,1022,21,1009,106,32.04347826086956
120,roundrobin,1023,12,558,426,41.642857142857146
120,roundrobin,1024,21,977,124,31.708333333333332
120,roundrobin,1025,22,972,128,31.375
120,roundrobin,1026,21,932,151,33.45454545454545
120,roundrobin,1027,22,962,132,32.30434782608695
120,roundrobin,1028,22,894,178,32.208333333333336
120,roundrobin,1029,12,568,431,29.642857142857142
120,roundrobin,1030,23,990,117,28.25
120,roundrobin,1031,14,784,273,30.6
120,roundrobin,1032,2,108,761,15.0
120,roundrobin,1033,21,961,133,28.26086956521739
120,roundrobin,1034,21,889,190,38.76190476190476
120,roundrobin,1035,2,108,761,12.75
120,roundrobin,1036,23,1041,87,26.208333333333332
120,roundrobin,1037,21,937,164,30.954545454545453
120,roundrobin,1038,21,1015,91,34.36363636363637
120,roundrobin,1039,23,1007,94,33.08695652173913
120,roundrobin,1040,21,930,148,35.08695652173913
120,roundrobin,1041,22,955,152,29.73913043478261
120,roundrobin,1042,18,889,184,34.81818181818182
120,roundrobin,1043,16,776,229,35.73684210526316
120,roundrobin,1044,20,791,273,43.04761904761905
120,roundrobin,1045,23,997,115,30.583333333333332
120,roundrobin,1046,22,972,135,28.272727272727273
120,roundrobin,1047,12,586,407,30.642857142857142
120,roundrobin,1048,21,944,147,35.34782608695652
120,roundrobin,1049,22,986,122,30.916666666666668
120,roundrobin,1050,20,928,159,33.91304347826087
120,roundrobin,1051,22,953,146,30.458333333333332
120,roundrobin,1052,23,974,130,31.0
120,roundrobin,1053,22,1072,71,27.333333333333332
120,roundrobin,1054,21,917,178,30.130434782608695
120,roundrobin,1055,20,854,224,32.63636363636363
120,roundrobin,1056,6,264,645,36.625
120,roundrobin,1057,21,952,149,29.045454545454547
120,roundrobin,1058,14,760,290,34.0625
120,roundrobin,1059,23,1026,94,27.875
120,roundrobin,1060,23,1122,38,23.208333333333332
120,roundrobin,1061,22,1035,91,27.041666666666668
120,roundrobin,1062,21,954,144,41.68181818181818
120,roundrobin,1063,2,124,751,15.75
120,roundrobin,1064,21,862,196,36.34782608695652
120,roundrobin,1065,20,856,217,40.45454545454545
120,roundrobin,1066,22,992,130,26.875
120,roundrobin,1067,21,1034,91,27.695652173913043
120,roundrobin,1068,8,318,604,44.9
120,roundrobin,1069,22,940,150,33.65217391304348
120,roundrobin,1070,20,968,127,31.652173913043477
120,roundrobin,1071,20,872,204,41.09090909090909
120,roundrobin,1072,21,934,152,34.59090909090909
120,roundrobin,1073,9,578,432,39.0
120,roundrobin,1074,21,879,199,38.09090909090909
120,roundrobin,1075,2,114,758,14.5
120,roundrobin,1076,21,1057,72,29.347826086956523
120,roundrobin,1077,21,999,109,28.291666666666668
120,roundrobin,1078,21,1047,86,27.772727272727273
120,roundrobin,1079,20,867,201,37.95454545454545
120,roundrobin,1080,13,600,396,36.93333333333333
120,roundrobin,1081,22,962,140,34.43478260869565
120,roundrobin,1082,6,232,669,32.125
120,roundrobin,1083,22,947,146,30.818181818181817
120,roundrobin,1084,20,946,152,34.65217391304348
120,roundrobin,1085,11,516,437,45.53846153846154
120,roundrobin,1086,21,863,211,30.90909090909091
120,roundrobin,1087,22,1042,85,28.82608695652174
120,roundrobin,1088,22,1004,115,27.041666666666668
120,roundrobin,1089,20,828,240,45.142857142857146
120,roundrobin,1090,20,884,187,28.476190476190474
120,roundrobin,1091,13,562,418,44.93333333333333
120,roundrobin,1092,8,288,630,43.1
120,roundrobin,1093,20,898,175,29.217391304347824
120,roundrobin,1094,21,1013,109,28.608695652173914
120,roundrobin,1095,2,114,754,13.0
120,roundrobin,1096,20,874,197,32.76190476190476
120,roundrobin,1097,22,837,227,30.681818181818183
120,roundrobin,1098,21,934,163,30.708333333333332
120,roundrobin,1099,22,992,115,30.91304347826087
120,nearest,1000,22,907,138,30.833333333333332
120,nearest,1001,22,840,157,21.52
120,nearest,1002,24,845,112,22.083333333333332
120,nearest,1003,22,729,235,26.333333333333332
120,nearest,1004,13,564,388,30.266666666666666
120,nearest,1005,21,748,196,34.26086956521739
120,nearest,1006,18,722,238,29.75
120,nearest,1007,11,514,420,34.0
120,nearest,1008,24,911,96,21.36
120,nearest,1009,22,797,240,41.130434782608695
120,nearest,1010,20,776,233,28.782608695652176
120,nearest,1011,2,98,770,12.0
120,nearest,1012,2,98,770,12.0
120,nearest,1013,24,884,95,19.72
120,nearest,1014,23,910,142,25.4
120,nearest,1015,10,351,348,33.18181818181818
120,nearest,1016,2,98,770,12.0
120,nearest,1017,22,812,167,29.217391304347824
120,nearest,1018,21,772,196,25.458333333333332
120,nearest,1019,22,932,96,23.666666666666668
120,nearest,1020,21,834,127,23.652173913043477
120,nearest,1021,22,870,171,29.391304347826086
120,nearest,1022,21,870,137,27.125
120,nearest,1023,22,859,119,26.416666666666668
120,nearest,1024,24,891,81,21.48
120,nearest,1025,15,640,314,27.25
120,nearest,1026,22,823,148,27.208333333333332
120,nearest,1027,19,795,252,35.904761904761905
120,nearest,1028,22,849,154,32.09090909090909
120,nearest,1029,23,824,155,27.125
120,nearest,1030,22,836,192,32.47826086956522
120,nearest,1031,22,854,145,28.130434782608695
120,nearest,1032,20,817,215,31.363636363636363
120,nearest,1033,22,866,167,29.82608695652174
120,nearest,1034,2,106,759,12.0
120,nearest,1035,22,843,172,26.291666666666668
120,nearest,1036,21,864,198,41.04545454545455
120,nearest,1037,23,823,141,23.541666666666668
120,nearest,1038,22,874,89,25.17391304347826
120,nearest,1039,22,828,189,26.041666666666668
120,nearest,1040,21,827,219,27.375
120,nearest,1041,22,916,119,25.16
120,nearest,1042,2,106,759,12.0
120,nearest,1043,2,98,770,12.0
120,nearest,1044,23,862,110,23.68
120,nearest,1045,22,856,142,24.782608695652176
120,nearest,1046,23,854,109,25.25
120,nearest,1047,24,868,95,21.708333333333332
120,nearest,1048,21,858,153,32.583333333333336
120,nearest,1049,15,662,310,32.0625
120,nearest,1050,2,106,759,12.0
120,nearest,1051,21,848,183,41.40909090909091
120,nearest,1052,2,106,759,12.0
120,nearest,1053,2,98,770,12.0
120,nearest,1054,23,831,158,27.217391304347824
120,nearest,1055,18,778,223,28.6
120,nearest,1056,22,777,189,27.375
120,nearest,1057,24,845,131,23.583333333333332
120,nearest,1058,21,853,204,30.608695652173914
120,nearest,1059,2,98,770,12.0
120,nearest,1060,21,874,172,29.695652173913043
120,nearest,1061,24,860,160,26.875
120,nearest,1062,23,817,153,26.25
120,nearest,1063,2,98,770,12.0
120,nearest,1064,22,802,231,32.130434782608695
120,nearest,1065,22,878,138,26.36
120,nearest,1066,23,910,76,21.076923076923077
120,nearest,1067,2,98,770,12.0
120,nearest,1068,21,798,153,33.17391304347826
120,nearest,1069,22,815,232,31.695652173913043
120,nearest,1070,23,849,154,25.4
120,nearest,1071,23,884,88,23.166666666666668
120,nearest,1072,15,670,314,31.058823529411764
120,nearest,1073,23,861,84,21.625
120,nearest,1074,22,836,139,33.56521739130435
120,nearest,1075,20,788,170,25.391304347826086
120,nearest,1076,22,852,155,28.82608695652174
120,nearest,1077,23,879,131,24.08
120,nearest,1078,20,802,198,42.40909090909091
120,nearest,1079,23,927,93,21.56
120,nearest,1080,22,888,123,26.217391304347824
120,nearest,1081,2,98,770,12.0
120,nearest,1082,22,852,145,27.12
120,nearest,1083,20,830,199,34.142857142857146
120,nearest,1084,24,880,117,22.8
120,nearest,1085,8,312,613,43.9
120,nearest,1086,22,883,99,23.04
120,nearest,1087,23,884,153,28.24
120,nearest,1088,23,861,124,27.583333333333332
120,nearest,1089,21,790,156,26.695652173913043
120,nearest,1090,24,855,143,24.08
120,nearest,1091,24,845,117,22.12
120,nearest,1092,11,462,463,38.69230769230769
120,nearest,1093,24,839,145,24.25
120,nearest,1094,22,792,126,20.791666666666668
120,nearest,1095,22,940,152,28.791666666666668
120,nearest,1096,22,856,139,26.304347826086957
120,nearest,1097,23,822,64,21.916666666666668
120,nearest,1098,0,264,649,12.0
120,nearest,1099,2,302,627,19.0
120,qmix,1000,22,995,118,28.125
120,qmix,1001,20,902,169,38.63636363636363
120,qmix,1002,19,843,227,37.36363636363637
120,qmix,1003,9,598,410,41.1
120,qmix,1004,21,960,135,34.45454545454545
120,qmix,1005,22,995,123,33.45454545454545
120,qmix,1006,21,892,191,37.391304347826086
120,qmix,1007,22,1052,77,28.25
120,qmix,1008,21,1039,84,30.772727272727273
120,qmix,1009,22,1020,101,27.96
120,qmix,1010,21,1015,105,32.86363636363637
120,qmix,1011,6,268,647,39.125
120,qmix,1012,20,822,206,31.285714285714285
120,qmix,1013,20,822,251,43.95238095238095
120,qmix,1014,23,1027,101,27.304347826086957
120,qmix,1015,19,988,135,32.35
120,qmix,1016,6,296,625,45.375
120,qmix,1017,20,891,197,39.09090909090909
120,qmix,1018,20,1060,72,34.80952380952381
120,qmix,1019,23,946,145,28.958333333333332
120,qmix,1020,22,917,174,28.391304347826086
120,qmix,1021,20,813,253,45.65
120,qmix,1022,15,691,278,51.3125
120,qmix,1023,5,228,671,31.285714285714285
120,qmix,1024,21,979,123,34.68181818181818
120,qmix,1025,21,1011,110,32.375
120,qmix,1026,21,930,149,35.130434782608695
120,qmix,1027,21,856,201,31.043478260869566
120,qmix,1028,20,961,145,31.681818181818183
120,qmix,1029,21,968,129,33.86363636363637
120,qmix,1030,20,944,146,41.18181818181818
120,qmix,1031,21,944,147,40.80952380952381
120,qmix,1032,7,398,560,48.5
120,qmix,1033,2,444,528,14.333333333333334
120,qmix,1034,16,788,271,40.11764705882353
120,qmix,1035,22,1003,99,27.782608695652176
120,qmix,1036,16,710,270,47.666666666666664
120,qmix,1037,20,886,193,43.38095238095238
120,qmix,1038,19,877,193,48.476190476190474
120,qmix,1039,19,806,250,40.421052631578945
120,qmix,1040,18,759,282,48.0
120,qmix,1041,18,885,196,48.75
120,qmix,1042,16,772,280,44.411764705882355
120,qmix,1043,21,999,94,29.91304347826087
120,qmix,1044,21,948,148,35.47826086956522
120,qmix,1045,20,930,168,38.95454545454545
120,qmix,1046,19,1023,104,39.0
120,qmix,1047,21,1043,85,34.22727272727273
120,qmix,1048,19,904,186,37.80952380952381
120,qmix,1049,20,879,209,44.333333333333336
120,qmix,1050,20,1024,94,28.217391304347824
120,qmix,1051,20,914,168,43.76190476190476
120,qmix,1052,21,996,112,33.63636363636363
120,qmix,1053,17,780,272,42.31578947368421
120,qmix,1054,21,997,121,31.227272727272727
120,qmix,1055,20,923,156,36.27272727272727
120,qmix,1056,19,1013,119,32.36363636363637
120,qmix,1057,20,959,137,27.681818181818183
120,qmix,1058,22,1016,99,33.0
120,qmix,1059,14,696,331,37.75
120,qmix,1060,21,933,155,37.857142857142854
120,qmix,1061,21,876,209,34.86363636363637
120,qmix,1062,20,937,149,45.57142857142857
120,qmix,1063,20,918,163,36.65217391304348
120,qmix,1064,19,812,207,54.55
120,qmix,1065,21,908,165,29.136363636363637
120,qmix,1066,21,998,120,37.095238095238095
120,qmix,1067,3,170,718,25.2
120,qmix,1068,20,936,160,36.45454545454545
120,qmix,1069,18,764,286,29.842105263157894
120,qmix,1070,12,682,344,40.5
120,qmix,1071,8,610,399,59.8
120,qmix,1072,14,794,274,35.2
120,qmix,1073,22,1001,112,33.56521739130435
120,qmix,1074,20,926,173,34.04545454545455
120,qmix,1075,11,666,365,43.53846153846154
120,qmix,1076,18,847,196,49.05263157894737
120,qmix,1077,19,907,171,35.22727272727273
120,qmix,1078,22,1092,38,25.75
120,qmix,1079,21,1021,91,32.76190476190476
120,qmix,1080,2,114,759,14.5
120,qmix,1081,18,856,180,44.15
120,qmix,1082,20,820,246,35.5
120,qmix,1083,21,1036,87,32.52173913043478
120,qmix,1084,20,938,153,39.31818181818182
120,qmix,1085,21,1051,80,31.82608695652174
120,qmix,1086,19,770,283,45.476190476190474
120,qmix,1087,20,910,160,45.23809523809524
120,qmix,1088,20,935,139,37.13636363636363
120,qmix,1089,21,973,136,46.666666666666664
120,qmix,1090,19,995,120,35.04545454545455
120,qmix,1091,21,960,141,34.13636363636363
120,qmix,1092,20,892,167,47.3
120,qmix,1093,17,842,215,44.35
120,qmix,1094,21,893,173,38.285714285714285
120,qmix,1095,20,878,181,37.18181818181818
120,qmix,1096,20,980,112,31.181818181818183
120,qmix,1097,21,945,138,32.833333333333336
120,qmix,1098,20,793,260,44.333333333333336
120,qmix,1099,21,1002,115,32.80952380952381
